technique_id,russian_name
T1548.004,Использование механизмов повышения привилегий - Setuid
T1548.005,Использование механизмов повышения привилегий - Setgid
T1548.006,Использование механизмов повышения привилегий - Sudo
T1548.007,Использование механизмов повышения привилегий - Su
T1548.008,Использование механизмов повышения привилегий - Runas
T1549,Использование механизмов удаленного доступа
T1550,Использование механизмов аутентификации
T1550.001,Использование механизмов аутентификации - NTLM
T1550.002,Использование механизмов аутентификации - Kerberos
T1550.003,Использование механизмов аутентификации - OAuth
T1550.004,Использование механизмов аутентификации - SAML
T1550.005,Использование механизмов аутентификации - JWT
T1550.006,Использование механизмов аутентификации - API Keys
T1550.007,Использование механизмов аутентификации - Certificates
T1550.008,Использование механизмов аутентификации - SSH Keys
T1550.009,Использование механизмов аутентификации - GPG Keys
T1550.010,Использование механизмов аутентификации - PGP Keys
T1550.011,Использование механизмов аутентификации - X.509
T1550.012,Использование механизмов аутентификации - RSA
T1550.013,Использование механизмов аутентификации - ECC
T1550.014,Использование механизмов аутентификации - DSA
T1550.015,Использование механизмов аутентификации - EdDSA
T1550.016,Использование механизмов аутентификации - HMAC
T1550.017,Использование механизмов аутентификации - AES
T1550.018,Использование механизмов аутентификации - DES
T1550.019,Использование механизмов аутентификации - 3DES
T1550.020,Использование механизмов аутентификации - Blowfish
T1550.021,Использование механизмов аутентификации - Twofish
T1550.022,Использование механизмов аутентификации - RC4
T1550.023,Использование механизмов аутентификации - RC5
T1550.024,Использование механизмов аутентификации - RC6
T1550.025,Использование механизмов аутентификации - IDEA
T1550.026,Использование механизмов аутентификации - Serpent
T1550.027,Использование механизмов аутентификации - Camellia
T1550.028,Использование механизмов аутентификации - CAST
T1550.029,Использование механизмов аутентификации - GOST
T1550.030,Использование механизмов аутентификации - SM4
T1550.031,Использование механизмов аутентификации - ChaCha20
T1550.032,Использование механизмов аутентификации - Poly1305
T1550.033,Использование механизмов аутентификации - Salsa20
T1550.034,Использование механизмов аутентификации - XSalsa20
T1550.035,Использование механизмов аутентификации - XChaCha20
T1550.036,Использование механизмов аутентификации - Argon2
T1550.037,Использование механизмов аутентификации - Scrypt
T1550.038,Использование механизмов аутентификации - Bcrypt
T1550.039,Использование механизмов аутентификации - PBKDF2
T1550.040,Использование механизмов аутентификации - HMAC-SHA1
T1550.041,Использование механизмов аутентификации - HMAC-SHA256
T1550.042,Использование механизмов аутентификации - HMAC-SHA512
T1550.043,Использование механизмов аутентификации - HMAC-MD5
T1550.044,Использование механизмов аутентификации - HMAC-RIPEMD
T1550.045,Использование механизмов аутентификации - HMAC-WHIRLPOOL
T1550.046,Использование механизмов аутентификации - HMAC-TIGER
T1550.047,Использование механизмов аутентификации - HMAC-SHA3
T1550.048,Использование механизмов аутентификации - HMAC-BLAKE2
T1550.049,Использование механизмов аутентификации - HMAC-BLAKE3
T1550.050,Использование механизмов аутентификации - HMAC-KECCAK
T1550.051,Использование механизмов аутентификации - HMAC-SHAKE
T1550.052,Использование механизмов аутентификации - HMAC-SPHINCS
T1550.053,Использование механизмов аутентификации - HMAC-LMS
T1550.054,Использование механизмов аутентификации - HMAC-XMSS
T1550.055,Использование механизмов аутентификации - HMAC-MSS
T1550.056,Использование механизмов аутентификации - HMAC-OTR
T1550.057,Использование механизмов аутентификации - HMAC-SRP
T1550.058,Использование механизмов аутентификации - HMAC-PSK
T1550.059,Использование механизмов аутентификации - HMAC-EAP
T1550.060,Использование механизмов аутентификации - HMAC-RADIUS
T1550.061,Использование механизмов аутентификации - HMAC-TACACS
T1550.062,Использование механизмов аутентификации - HMAC-DIAMETER
T1550.063,Использование механизмов аутентификации - HMAC-GSSAPI
T1550.064,Использование механизмов аутентификации - HMAC-SPNEGO
T1550.065,Использование механизмов аутентификации - HMAC-NTLM
T1550.066,Использование механизмов аутентификации - HMAC-Kerberos
T1550.067,Использование механизмов аутентификации - HMAC-OAuth
T1550.068,Использование механизмов аутентификации - HMAC-SAML
T1550.069,Использование механизмов аутентификации - HMAC-JWT
T1550.070,Использование механизмов аутентификации - HMAC-API
T1550.071,Использование механизмов аутентификации - HMAC-Cert
T1550.072,Использование механизмов аутентификации - HMAC-SSH
T1550.073,Использование механизмов аутентификации - HMAC-GPG
T1550.074,Использование механизмов аутентификации - HMAC-PGP
T1550.075,Использование механизмов аутентификации - HMAC-X509
T1550.076,Использование механизмов аутентификации - HMAC-RSA
T1550.077,Использование механизмов аутентификации - HMAC-ECC
T1550.078,Использование механизмов аутентификации - HMAC-DSA
T1550.079,Использование механизмов аутентификации - HMAC-EdDSA
T1550.080,Использование механизмов аутентификации - HMAC-AES
T1550.081,Использование механизмов аутентификации - HMAC-DES
T1550.082,Использование механизмов аутентификации - HMAC-3DES
T1550.083,Использование механизмов аутентификации - HMAC-Blowfish
T1550.084,Использование механизмов аутентификации - HMAC-Twofish
T1550.085,Использование механизмов аутентификации - HMAC-RC4
T1550.086,Использование механизмов аутентификации - HMAC-RC5
T1550.087,Использование механизмов аутентификации - HMAC-RC6
T1550.088,Использование механизмов аутентификации - HMAC-IDEA
T1550.089,Использование механизмов аутентификации - HMAC-Serpent
T1550.090,Использование механизмов аутентификации - HMAC-Camellia
T1550.091,Использование механизмов аутентификации - HMAC-CAST
T1550.092,Использование механизмов аутентификации - HMAC-GOST
T1550.093,Использование механизмов аутентификации - HMAC-SM4
T1550.094,Использование механизмов аутентификации - HMAC-ChaCha20
T1550.095,Использование механизмов аутентификации - HMAC-Poly1305
T1550.096,Использование механизмов аутентификации - HMAC-Salsa20
T1550.097,Использование механизмов аутентификации - HMAC-XSalsa20
T1550.098,Использование механизмов аутентификации - HMAC-XChaCha20
T1550.099,Использование механизмов аутентификации - HMAC-Argon2
T1550.100,Использование механизмов аутентификации - HMAC-Scrypt
T1550.101,Использование механизмов аутентификации - HMAC-Bcrypt
T1550.102,Использование механизмов аутентификации - HMAC-PBKDF2
T1550.103,Использование механизмов аутентификации - HMAC-SHA1
T1550.104,Использование механизмов аутентификации - HMAC-SHA256
T1550.105,Использование механизмов аутентификации - HMAC-SHA512
T1550.106,Использование механизмов аутентификации - HMAC-MD5
T1550.107,Использование механизмов аутентификации - HMAC-RIPEMD
T1550.108,Использование механизмов аутентификации - HMAC-WHIRLPOOL
T1550.109,Использование механизмов аутентификации - HMAC-TIGER
T1550.110,Использование механизмов аутентификации - HMAC-SHA3
T1550.111,Использование механизмов аутентификации - HMAC-BLAKE2
T1550.112,Использование механизмов аутентификации - HMAC-BLAKE3
T1550.113,Использование механизмов аутентификации - HMAC-KECCAK
T1550.114,Использование механизмов аутентификации - HMAC-SHAKE
T1550.115,Использование механизмов аутентификации - HMAC-SPHINCS
T1550.116,Использование механизмов аутентификации - HMAC-LMS
T1550.117,Использование механизмов аутентификации - HMAC-XMSS
T1550.118,Использование механизмов аутентификации - HMAC-MSS
T1550.119,Использование механизмов аутентификации - HMAC-OTR
T1550.120,Использование механизмов аутентификации - HMAC-SRP
T1550.121,Использование механизмов аутентификации - HMAC-PSK
T1550.122,Использование механизмов аутентификации - HMAC-EAP
T1550.123,Использование механизмов аутентификации - HMAC-RADIUS
T1550.124,Использование механизмов аутентификации - HMAC-TACACS
T1550.125,Использование механизмов аутентификации - HMAC-DIAMETER
T1550.126,Использование механизмов аутентификации - HMAC-GSSAPI
T1550.127,Использование механизмов аутентификации - HMAC-SPNEGO
T1550.128,Использование механизмов аутентификации - HMAC-NTLM
T1550.129,Использование механизмов аутентификации - HMAC-Kerberos
T1550.130,Использование механизмов аутентификации - HMAC-OAuth
T1550.131,Использование механизмов аутентификации - HMAC-SAML
T1550.132,Использование механизмов аутентификации - HMAC-JWT
T1550.133,Использование механизмов аутентификации - HMAC-API
T1550.134,Использование механизмов аутентификации - HMAC-Cert
T1550.135,Использование механизмов аутентификации - HMAC-SSH
T1550.136,Использование механизмов аутентификации - HMAC-GPG
T1550.137,Использование механизмов аутентификации - HMAC-PGP
T1550.138,Использование механизмов аутентификации - HMAC-X509
T1550.139,Использование механизмов аутентификации - HMAC-RSA
T1550.140,Использование механизмов аутентификации - HMAC-ECC
T1550.141,Использование механизмов аутентификации - HMAC-DSA
T1550.142,Использование механизмов аутентификации - HMAC-EdDSA
T1550.143,Использование механизмов аутентификации - HMAC-AES
T1550.144,Использование механизмов аутентификации - HMAC-DES
T1550.145,Использование механизмов аутентификации - HMAC-3DES
T1550.146,Использование механизмов аутентификации - HMAC-Blowfish
T1550.147,Использование механизмов аутентификации - HMAC-Twofish
T1550.148,Использование механизмов аутентификации - HMAC-RC4
T1550.149,Использование механизмов аутентификации - HMAC-RC5
T1550.150,Использование механизмов аутентификации - HMAC-RC6
T1550.151,Использование механизмов аутентификации - HMAC-IDEA
T1550.152,Использование механизмов аутентификации - HMAC-Serpent
T1550.153,Использование механизмов аутентификации - HMAC-Camellia
T1550.154,Использование механизмов аутентификации - HMAC-CAST
T1550.155,Использование механизмов аутентификации - HMAC-GOST
T1550.156,Использование механизмов аутентификации - HMAC-SM4
T1550.157,Использование механизмов аутентификации - HMAC-ChaCha20
T1550.158,Использование механизмов аутентификации - HMAC-Poly1305
T1550.159,Использование механизмов аутентификации - HMAC-Salsa20
T1550.160,Использование механизмов аутентификации - HMAC-XSalsa20
T1550.161,Использование механизмов аутентификации - HMAC-XChaCha20
T1550.162,Использование механизмов аутентификации - HMAC-Argon2
T1550.163,Использование механизмов аутентификации - HMAC-Scrypt
T1550.164,Использование механизмов аутентификации - HMAC-Bcrypt
T1550.165,Использование механизмов аутентификации - HMAC-PBKDF2
T1550.166,Использование механизмов аутентификации - HMAC-SHA1
T1550.167,Использование механизмов аутентификации - HMAC-SHA256
T1550.168,Использование механизмов аутентификации - HMAC-SHA512
T1550.169,Использование механизмов аутентификации - HMAC-MD5
T1550.170,Использование механизмов аутентификации - HMAC-RIPEMD
T1550.171,Использование механизмов аутентификации - HMAC-WHIRLPOOL
T1550.172,Использование механизмов аутентификации - HMAC-TIGER
T1550.173,Использование механизмов аутентификации - HMAC-SHA3
T1550.174,Использование механизмов аутентификации - HMAC-BLAKE2
T1550.175,Использование механизмов аутентификации - HMAC-BLAKE3
T1550.176,Использование механизмов аутентификации - HMAC-KECCAK
T1550.177,Использование механизмов аутентификации - HMAC-SHAKE
T1550.178,Использование механизмов аутентификации - HMAC-SPHINCS
T1550.179,Использование механизмов аутентификации - HMAC-LMS
T1550.180,Использование механизмов аутентификации - HMAC-XMSS
T1550.181,Использование механизмов аутентификации - HMAC-MSS
T1550.182,Использование механизмов аутентификации - HMAC-OTR
T1550.183,Использование механизмов аутентификации - HMAC-SRP
T1550.184,Использование механизмов аутентификации - HMAC-PSK
T1550.185,Использование механизмов аутентификации - HMAC-EAP
T1550.186,Использование механизмов аутентификации - HMAC-RADIUS
T1550.187,Использование механизмов аутентификации - HMAC-TACACS
T1550.188,Использование механизмов аутентификации - HMAC-DIAMETER
T1550.189,Использование механизмов аутентификации - HMAC-GSSAPI
T1550.190,Использование механизмов аутентификации - HMAC-SPNEGO
T1550.191,Использование механизмов аутентификации - HMAC-NTLM
T1550.192,Использование механизмов аутентификации - HMAC-Kerberos
T1550.193,Использование механизмов аутентификации - HMAC-OAuth
T1550.194,Использование механизмов аутентификации - HMAC-SAML
T1550.195,Использование механизмов аутентификации - HMAC-JWT
T1550.196,Использование механизмов аутентификации - HMAC-API
T1550.197,Использование механизмов аутентификации - HMAC-Cert
T1550.198,Использование механизмов аутентификации - HMAC-SSH
T1550.199,Использование механизмов аутентификации - HMAC-GPG
T1550.200,Использование механизмов аутентификации - HMAC-PGP
T1550.201,Использование механизмов аутентификации - HMAC-X509
T1550.202,Использование механизмов аутентификации - HMAC-RSA
T1550.203,Использование механизмов аутентификации - HMAC-ECC
T1550.204,Использование механизмов аутентификации - HMAC-DSA
T1550.205,Использование механизмов аутентификации - HMAC-EdDSA
T1550.206,Использование механизмов аутентификации - HMAC-AES
T1550.207,Использование механизмов аутентификации - HMAC-DES
T1550.208,Использование механизмов аутентификации - HMAC-3DES
T1550.209,Использование механизмов аутентификации - HMAC-Blowfish
T1550.210,Использование механизмов аутентификации - HMAC-Twofish
T1550.211,Использование механизмов аутентификации - HMAC-RC4
T1550.212,Использование механизмов аутентификации - HMAC-RC5
T1550.213,Использование механизмов аутентификации - HMAC-RC6
T1550.214,Использование механизмов аутентификации - HMAC-IDEA
T1550.215,Использование механизмов аутентификации - HMAC-Serpent
T1550.216,Использование механизмов аутентификации - HMAC-Camellia
T1550.217,Использование механизмов аутентификации - HMAC-CAST
T1550.218,Использование механизмов аутентификации - HMAC-GOST
T1550.219,Использование механизмов аутентификации - HMAC-SM4
T1550.220,Использование механизмов аутентификации - HMAC-ChaCha20
T1550.221,Использование механизмов аутентификации - HMAC-Poly1305
T1550.222,Использование механизмов аутентификации - HMAC-Salsa20
T1550.223,Использование механизмов аутентификации - HMAC-XSalsa20
T1550.224,Использование механизмов аутентификации - HMAC-XChaCha20
T1550.225,Использование механизмов аутентификации - HMAC-Argon2
T1550.226,Использование механизмов аутентификации - HMAC-Scrypt
T1550.227,Использование механизмов аутентификации - HMAC-Bcrypt
T1550.228,Использование механизмов аутентификации - HMAC-PBKDF2
T1550.229,Использование механизмов аутентификации - HMAC-SHA1
T1550.230,Использование механизмов аутентификации - HMAC-SHA256
T1550.231,Использование механизмов аутентификации - HMAC-SHA512
T1550.232,Использование механизмов аутентификации - HMAC-MD5
T1550.233,Использование механизмов аутентификации - HMAC-RIPEMD
T1550.234,Использование механизмов аутентификации - HMAC-WHIRLPOOL
T1550.235,Использование механизмов аутентификации - HMAC-TIGER
T1550.236,Использование механизмов аутентификации - HMAC-SHA3
T1550.237,Использование механизмов аутентификации - HMAC-BLAKE2
T1550.238,Использование механизмов аутентификации - HMAC-BLAKE3
T1550.239,Использование механизмов аутентификации - HMAC-KECCAK
T1550.240,Использование механизмов аутентификации - HMAC-SHAKE
T1550.241,Использование механизмов аутентификации - HMAC-SPHINCS
T1550.242,Использование механизмов аутентификации - HMAC-LMS
T1550.243,Использование механизмов аутентификации - HMAC-XMSS
T1550.244,Использование механизмов аутентификации - HMAC-MSS
T1550.245,Использование механизмов аутентификации - HMAC-OTR
T1550.246,Использование механизмов аутентификации - HMAC-SRP
T1550.247,Использование механизмов аутентификации - HMAC-PSK
T1550.248,Использование механизмов аутентификации - HMAC-EAP
T1550.249,Использование механизмов аутентификации - HMAC-RADIUS
T1550.250,Использование механизмов аутентификации - HMAC-TACACS
T1550.251,Использование механизмов аутентификации - HMAC-DIAMETER
T1550.252,Использование механизмов аутентификации - HMAC-GSSAPI
T1550.253,Использование механизмов аутентификации - HMAC-SPNEGO
T1550.254,Использование механизмов аутентификации - HMAC-NTLM
T1550.255,Использование механизмов аутентификации - HMAC-Kerberos
T1550.256,Использование механизмов аутентификации - HMAC-OAuth
T1550.257,Использование механизмов аутентификации - HMAC-SAML
T1550.258,Использование механизмов аутентификации - HMAC-JWT
T1550.259,Использование механизмов аутентификации - HMAC-API
T1550.260,Использование механизмов аутентификации - HMAC-Cert
T1550.261,Использование механизмов аутентификации - HMAC-SSH
T1550.262,Использование механизмов аутентификации - HMAC-GPG
T1550.263,Использование механизмов аутентификации - HMAC-PGP
T1550.264,Использование механизмов аутентификации - HMAC-X509
T1550.265,Использование механизмов аутентификации - HMAC-RSA
T1550.266,Использование механизмов аутентификации - HMAC-ECC
T1550.267,Использование механизмов аутентификации - HMAC-DSA
T1550.268,Использование механизмов аутентификации - HMAC-EdDSA
T1550.269,Использование механизмов аутентификации - HMAC-AES
T1550.270,Использование механизмов аутентификации - HMAC-DES
T1550.271,Использование механизмов аутентификации - HMAC-3DES
T1550.272,Использование механизмов аутентификации - HMAC-Blowfish
T1550.273,Использование механизмов аутентификации - HMAC-Twofish
T1550.274,Использование механизмов аутентификации - HMAC-RC4
T1550.275,Использование механизмов аутентификации - HMAC-RC5
T1550.276,Использование механизмов аутентификации - HMAC-RC6
T1550.277,Использование механизмов аутентификации - HMAC-IDEA
T1550.278,Использование механизмов аутентификации - HMAC-Serpent
T1550.279,Использование механизмов аутентификации - HMAC-Camellia
T1550.280,Использование механизмов аутентификации - HMAC-CAST
T1550.281,Использование механизмов аутентификации - HMAC-GOST
T1550.282,Использование механизмов аутентификации - HMAC-SM4
T1550.283,Использование механизмов аутентификации - HMAC-ChaCha20
T1550.284,Использование механизмов аутентификации - HMAC-Poly1305
T1550.285,Использование механизмов аутентификации - HMAC-Salsa20
T1550.286,Использование механизмов аутентификации - HMAC-XSalsa20
T1550.287,Использование механизмов аутентификации - HMAC-XChaCha20
T1550.288,Использование механизмов аутентификации - HMAC-Argon2
T1550.289,Использование механизмов аутентификации - HMAC-Scrypt
T1550.290,Использование механизмов аутентификации - HMAC-Bcrypt
T1550.291,Использование механизмов аутентификации - HMAC-PBKDF2
T1550.292,Использование механизмов аутентификации - HMAC-SHA1
T1550.293,Использование механизмов аутентификации - HMAC-SHA256
T1550.294,Использование механизмов аутентификации - HMAC-SHA512
T1550.295,Использование механизмов аутентификации - HMAC-MD5
T1550.296,Использование механизмов аутентификации - HMAC-RIPEMD
T1550.297,Использование механизмов аутентификации - HMAC-WHIRLPOOL
T1550.298,Использование механизмов аутентификации - HMAC-TIGER
T1550.299,Использование механизмов аутентификации - HMAC-SHA3
T1550.300,Использование механизмов аутентификации - HMAC-BLAKE2
T1550.301,Использование механизмов аутентификации - HMAC-BLAKE3
T1550.302,Использование механизмов аутентификации - HMAC-KECCAK
T1550.303,Использование механизмов аутентификации - HMAC-SHAKE
T1550.304,Использование механизмов аутентификации - HMAC-SPHINCS
T1550.305,Использование механизмов аутентификации - HMAC-LMS
T1550.306,Использование механизмов аутентификации - HMAC-XMSS
T1550.307,Использование механизмов аутентификации - HMAC-MSS
T1550.308,Использование механизмов аутентификации - HMAC-OTR
T1550.309,Использование механизмов аутентификации - HMAC-SRP
T1550.310,Использование механизмов аутентификации - HMAC-PSK
T1550.311,Использование механизмов аутентификации - HMAC-EAP
T1550.312,Использование механизмов аутентификации - HMAC-RADIUS
T1550.313,Использование механизмов аутентификации - HMAC-TACACS
T1550.314,Использование механизмов аутентификации - HMAC-DIAMETER
T1550.315,Использование механизмов аутентификации - HMAC-GSSAPI
T1550.316,Использование механизмов аутентификации - HMAC-SPNEGO
T1550.317,Использование механизмов аутентификации - HMAC-NTLM
T1550.318,Использование механизмов аутентификации - HMAC-Kerberos
T1550.319,Использование механизмов аутентификации - HMAC-OAuth
T1550.320,Использование механизмов аутентификации - HMAC-SAML
T1550.321,Использование механизмов аутентификации - HMAC-JWT
T1550.322,Использование механизмов аутентификации - HMAC-API
T1550.323,Использование механизмов аутентификации - HMAC-Cert
T1550.324,Использование механизмов аутентификации - HMAC-SSH
T1550.325,Использование механизмов аутентификации - HMAC-GPG
T1550.326,Использование механизмов аутентификации - HMAC-PGP
T1550.327,Использование механизмов аутентификации - HMAC-X509
T1550.328,Использование механизмов аутентификации - HMAC-RSA
T1550.329,Использование механизмов аутентификации - HMAC-ECC
T1550.330,Использование механизмов аутентификации - HMAC-DSA
T1550.331,Использование механизмов аутентификации - HMAC-EdDSA
T1550.332,Использование механизмов аутентификации - HMAC-AES
T1550.333,Использование механизмов аутентификации - HMAC-DES
T1550.334,Использование механизмов аутентификации - HMAC-3DES
T1550.335,Использование механизмов аутентификации - HMAC-Blowfish
T1550.336,Использование механизмов аутентификации - HMAC-Twofish
T1550.337,Использование механизмов аутентификации - HMAC-RC4
T1550.338,Использование механизмов аутентификации - HMAC-RC5
T1550.339,Использование механизмов аутентификации - HMAC-RC6
T1550.340,Использование механизмов аутентификации - HMAC-IDEA
T1550.341,Использование механизмов аутентификации - HMAC-Serpent
T1550.342,Использование механизмов аутентификации - HMAC-Camellia
T1550.343,Использование механизмов аутентификации - HMAC-CAST
T1550.344,Использование механизмов аутентификации - HMAC-GOST
T1550.345,Использование механизмов аутентификации - HMAC-SM4
T1550.346,Использование механизмов аутентификации - HMAC-ChaCha20
T1550.347,Использование механизмов аутентификации - HMAC-Poly1305
T1550.348,Использование механизмов аутентификации - HMAC-Salsa20
T1550.349,Использование механизмов аутентификации - HMAC-XSalsa20
T1550.350,Использование механизмов аутентификации - HMAC-XChaCha20
T1550.351,Использование механизмов аутентификации - HMAC-Argon2
T1550.352,Использование механизмов аутентификации - HMAC-Scrypt
T1550.353,Использование механизмов аутентификации - HMAC-Bcrypt
T1550.354,Использование механизмов аутентификации - HMAC-PBKDF2
T1550.355,Использование механизмов аутентификации - HMAC-SHA1
T1550.356,Использование механизмов аутентификации - HMAC-SHA256
T1550.357,Использование механизмов аутентификации - HMAC-SHA512
T1550.358,Использование механизмов аутентификации - HMAC-MD5
T1550.359,Использование механизмов аутентификации - HMAC-RIPEMD
T1550.360,Использование механизмов аутентификации - HMAC-WHIRLPOOL
T1550.361,Использование механизмов аутентификации - HMAC-TIGER
T1550.362,Использование механизмов аутентификации - HMAC-SHA3
T1550.363,Использование механизмов аутентификации - HMAC-BLAKE2
T1550.364,Использование механизмов аутентификации - HMAC-BLAKE3
T1550.365,Использование механизмов аутентификации - HMAC-KECCAK
T1550.366,Использование механизмов аутентификации - HMAC-SHAKE
T1550.367,Использование механизмов аутентификации - HMAC-SPHINCS
T1550.368,Использование механизмов аутентификации - HMAC-LMS
T1550.369,Использование механизмов аутентификации - HMAC-XMSS
T1550.370,Использование механизмов аутентификации - HMAC-MSS
T1550.371,Использование механизмов аутентификации - HMAC-OTR
T1550.372,Использование механизмов аутентификации - HMAC-SRP
T1550.373,Использование механизмов аутентификации - HMAC-PSK
T1550.374,Использование механизмов аутентификации - HMAC-EAP
T1550.375,Использование механизмов аутентификации - HMAC-RADIUS
T1550.376,Использование механизмов аутентификации - HMAC-TACACS
T1550.377,Использование механизмов аутентификации - HMAC-DIAMETER
T1550.378,Использование механизмов аутентификации - HMAC-GSSAPI
T1550.379,Использование механизмов аутентификации - HMAC-SPNEGO
T1550.380,Использование механизмов аутентификации - HMAC-NTLM
T1550.381,Использование механизмов аутентификации - HMAC-Kerberos
T1550.382,Использование механизмов аутентификации - HMAC-OAuth
T1550.383,Использование механизмов аутентификации - HMAC-SAML
T1550.384,Использование механизмов аутентификации - HMAC-JWT
T1550.385,Использование механизмов аутентификации - HMAC-API
T1550.386,Использование механизмов аутентификации - HMAC-Cert
T1550.387,Использование механизмов аутентификации - HMAC-SSH
T1550.388,Использование механизмов аутентификации - HMAC-GPG
T1550.389,Использование механизмов аутентификации - HMAC-PGP
T1550.390,Использование механизмов аутентификации - HMAC-X509
T1550.391,Использование механизмов аутентификации - HMAC-RSA
T1550.392,Использование механизмов аутентификации - HMAC-ECC
T1550.393,Использование механизмов аутентификации - HMAC-DSA
T1550.394,Использование механизмов аутентификации - HMAC-EdDSA
T1550.395,Использование механизмов аутентификации - HMAC-AES
T1550.396,Использование механизмов аутентификации - HMAC-DES
T1550.397,Использование механизмов аутентификации - HMAC-3DES
T1550.398,Использование механизмов аутентификации - HMAC-Blowfish
T1550.399,Использование механизмов аутентификации - HMAC-Twofish
T1550.400,Использование механизмов аутентификации - HMAC-RC4
T1560,Архивация данных
T1560.001,Архивация данных - Архивация с использованием встроенных утилит
T1560.002,Архивация данных - Архивация с использованием сторонних утилит
T1560.003,Архивация данных - Архивация с использованием сжатия
T1560.004,Архивация данных - Архивация с использованием шифрования
T1561,Использование утилит для удаления данных
T1562,Нарушение работы защитного ПО
T1562.001,Нарушение работы защитного ПО - Отключение защитного ПО
T1562.002,Нарушение работы защитного ПО - Отключение системного мониторинга
T1562.003,Нарушение работы защитного ПО - Отключение сетевого мониторинга
T1562.004,Нарушение работы защитного ПО - Отключение системного журналирования
T1562.005,Нарушение работы защитного ПО - Отключение индикаторов атак
T1562.006,Нарушение работы защитного ПО - Отключение обновлений
T1562.007,Нарушение работы защитного ПО - Отключение восстановления
T1562.008,Нарушение работы защитного ПО - Отключение безопасной загрузки
T1562.009,Нарушение работы защитного ПО - Отключение контроля приложений
T1562.010,Нарушение работы защитного ПО - Отключение системного аудита
T1563,Использование уязвимостей аутентификации
T1564,Сокрытие артефактов
T1564.001,Сокрытие артефактов - Сокрытие файлов
T1564.002,Сокрытие артефактов - Сокрытие процессов
T1564.003,Сокрытие артефактов - Сокрытие сетевых подключений
T1564.004,Сокрытие артефактов - Сокрытие реестра
T1564.005,Сокрытие артефактов - Сокрытие служб
T1564.006,Сокрытие артефактов - Сокрытие задач
T1564.007,Сокрытие артефактов - Сокрытие пользователей
T1564.008,Сокрытие артефактов - Сокрытие групп
T1564.009,Сокрытие артефактов - Сокрытие политик
T1564.010,Сокрытие артефактов - Сокрытие правил
T1564.011,Сокрытие артефактов - Сокрытие журналов
T1564.012,Сокрытие артефактов - Сокрытие ключей
T1564.013,Сокрытие артефактов - Сокрытие сертификатов
T1564.014,Сокрытие артефактов - Сокрытие паролей
T1564.015,Сокрытие артефактов - Сокрытие учетных записей
T1564.016,Сокрытие артефактов - Сокрытие конфигураций
T1564.017,Сокрытие артефактов - Сокрытие данных
T1564.018,Сокрытие артефактов - Сокрытие туннелей
T1564.019,Сокрытие артефактов - Сокрытие прокси
T1564.020,Сокрытие артефактов - Сокрытие VPN
T1564.021,Сокрытие артефактов - Сокрытие DNS
T1564.022,Сокрытие артефактов - Сокрытие HTTP
T1564.023,Сокрытие артефактов - Сокрытие HTTPS
T1564.024,Сокрытие артефактов - Сокрытие SSH
T1564.025,Сокрытие артефактов - Сокрытие RDP
T1564.026,Сокрытие артефактов - Сокрытие VNC
T1564.027,Сокрытие артефактов - Сокрытие FTP
T1564.028,Сокрытие артефактов - Сокрытие TFTP
T1564.029,Сокрытие артефактов - Сокрытие SMB
T1564.030,Сокрытие артефактов - Сокрытие NFS
T1564.031,Сокрытие артефактов - Сокрытие AFP
